success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,random_id,task_order,participant,rt,stimulus,response,task_type,correct_response,correct_response_key,css_classes,size_condition,choices,correct,prompt_text,slider_start,Q0,Q1,Q2,Q3,file_name
NA,NA,NA,NA,NA,html-keyboard-response,851,2.0.0,770684,pavq7aldb2h,big_first,swan,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,image-keyboard-response,852,2.0.0,771208,pavq7aldb2h,big_first,swan,522,stimuli/17-Congruent.jpg,z,congruent_flipped_small,left,z,cb,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,html-keyboard-response,854,2.0.0,771910,pavq7aldb2h,big_first,swan,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,image-keyboard-response,855,2.0.0,772431,pavq7aldb2h,big_first,swan,520,stimuli/2-Incongruent.jpg,m,incongruent_flipped_small,right,m,cb,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,html-keyboard-response,857,2.0.0,773134,pavq7aldb2h,big_first,swan,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,image-keyboard-response,858,2.0.0,773552,pavq7aldb2h,big_first,swan,415,stimuli/18-Congruent.jpg,z,congruent_flipped_small,left,z,cb,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,html-keyboard-response,860,2.0.0,774255,pavq7aldb2h,big_first,swan,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,image-keyboard-response,861,2.0.0,775003,pavq7aldb2h,big_first,swan,747,stimuli/34-Congruent.jpg,z,congruent_flipped_small,left,z,cb,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,html-keyboard-response,863,2.0.0,775706,pavq7aldb2h,big_first,swan,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,image-keyboard-response,864,2.0.0,776433,pavq7aldb2h,big_first,swan,726,stimuli/30-Incongruent.jpg,z,incongruent_small,left,z,normal,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,html-keyboard-response,866,2.0.0,777136,pavq7aldb2h,big_first,swan,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,image-keyboard-response,867,2.0.0,777614,pavq7aldb2h,big_first,swan,477,stimuli/9-Congruent.jpg,z,congruent_flipped_small,left,z,cb,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,html-keyboard-response,869,2.0.0,778317,pavq7aldb2h,big_first,swan,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,image-keyboard-response,870,2.0.0,778923,pavq7aldb2h,big_first,swan,604,stimuli/23-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,html-keyboard-response,872,2.0.0,779625,pavq7aldb2h,big_first,swan,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,image-keyboard-response,873,2.0.0,780150,pavq7aldb2h,big_first,swan,522,stimuli/31-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,html-keyboard-response,875,2.0.0,780853,pavq7aldb2h,big_first,swan,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,image-keyboard-response,876,2.0.0,781488,pavq7aldb2h,big_first,swan,633,stimuli/17-Incongruent.jpg,z,incongruent_small,left,z,normal,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,html-slider-response,878,2.0.0,787304,pavq7aldb2h,big_first,swan,5813,"<p>How would you rate our experiment? (Horrible:1, Amazing:10)</p>",9,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
NA,NA,NA,NA,NA,survey-text,879,2.1.0,841203,pavq7aldb2h,big_first,swan,53894,NA,"{""Q0"":""it was good"",""Q1"":""How quickly people can choose the smaller object even when the difference in size is changed from hwo it is in the real world"",""Q2"":""equal"",""Q3"":""In the second block, the instructions flashed before each trial and it was really distracting""}",ending_survey,NA,NA,NA,NA,NA,NA,NA,NA,thoughts on experiment,what they think we are measuring,which half is more difficult,technical issues?,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pavq7aldb2h_1772391909676.csv
TRUE,FALSE,[],[],[],preload,0,2.0.0,171,pbbwr9grh39,small_first,owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,1,2.0.0,970,pbbwr9grh39,small_first,owl,798,"
    <h1>Welcome to the experiment!</h1>
    <p>Press any key to begin</p>
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
TRUE,NA,NA,NA,NA,fullscreen,2,2.1.0,3401,pbbwr9grh39,small_first,owl,1428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,survey-text,3,2.1.0,6283,pbbwr9grh39,small_first,owl,2878,NA,"{""participant_id"":""owl""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,4,2.0.0,20817,pbbwr9grh39,small_first,owl,14533,"
      <h1>Instructions</h1>
      <p>In this experiment, you will see 2 images of real world objects on each trial.
      <br>Your task is to determine which image appears larger or smaller on the screen.
      <br>Please respond as quickly and accurately as possible.
      <br>
      <br>You will be asked to complete <strong>2</strong> blocks of trials:
      <br>1. Larger image block (select the image that appears larger)
      <br>2. Smaller image block (select the image that appears smaller)
      <br>
      <br>Each block will contain practice trials with feedback, followed by actual trials without feedback.
      <br>Each trial will begin with a fixation cross (<strong>+</strong>), followed by the images, and feedback if applicable.
      <br>
      <br>To respond, you will press <strong>z</strong> to choose the left image, and <strong>m</strong> to choose the right image.
      <br>Before starting, place your <strong>left</strong> index finger on <strong>z</strong> and <strong>right</strong> index finger on <strong>m</strong>.
      <br>
      <br><i>Press any key to begin.</i>
      </p>
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,5,2.0.0,27239,pbbwr9grh39,small_first,owl,6419,"
      <h1>Now you will complete the practice trial.</h1>
      <br>You will complete one practice trial and receive feedback.
      <br>If your response is incorrect, you would repeat the trial until correct.
      <br>
      <br>Instruction on which size to pick will appear on the next screen.
      <br>Press <strong>z</strong> to choose the left image, and <strong>m</strong> to choose the right image.
      <br>
      <br><i>Press any key to continue.</i>
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,6,2.0.0,32770,pbbwr9grh39,small_first,owl,5531,"
      <h1>Which is visually <strong>smaller</strong> on the screen?</h1>
      <br>Press <strong>z</strong> to choose the left image, and <strong>m</strong> to choose the right image.
      <br><i>Press any key to continue.</i>
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,7,2.0.0,33473,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,8,2.0.0,34183,pbbwr9grh39,small_first,owl,707,stimuli/1-Incongruent.jpg,z,incongruent_small,left,z,normal,small,z,TRUE,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,9,2.0.0,35186,pbbwr9grh39,small_first,owl,null,<p style='color:green; font-size: 48px;'>That is correct!</p>,null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,10,2.0.0,36246,pbbwr9grh39,small_first,owl,1058,"
      <h1>Now you will begin the actual trials.</h1>  
      <p><i>Press any key to continue.</p></i>
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,11,2.0.0,37239,pbbwr9grh39,small_first,owl,992,"
      <h1>Which is visually <strong>smaller</strong> on the screen?</h1>
      <br>Press <strong>z</strong> to choose the left image, and <strong>m</strong> to choose the right image.
      <br><i>Press any key to continue.</i>
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,12,2.0.0,37941,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,13,2.0.0,38644,pbbwr9grh39,small_first,owl,701,stimuli/16-Incongruent.jpg,z,incongruent_small,left,z,normal,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,15,2.0.0,39347,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,16,2.0.0,40103,pbbwr9grh39,small_first,owl,755,stimuli/12-Incongruent.jpg,z,incongruent_small,left,z,normal,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,18,2.0.0,40806,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,19,2.0.0,41405,pbbwr9grh39,small_first,owl,597,stimuli/32-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,21,2.0.0,42108,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,22,2.0.0,43760,pbbwr9grh39,small_first,owl,1649,stimuli/6-Congruent.jpg,z,congruent_small,right,m,normal,small,z,FALSE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,23,2.0.0,44763,pbbwr9grh39,small_first,owl,null,<p style='color:red; font-size: 48px;'>Incorrect!</p>,null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,24,2.0.0,45465,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,25,2.0.0,46411,pbbwr9grh39,small_first,owl,944,stimuli/12-Incongruent.jpg,m,incongruent_flipped_small,right,m,cb,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,27,2.0.0,47114,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,28,2.0.0,47770,pbbwr9grh39,small_first,owl,653,stimuli/33-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,30,2.0.0,48473,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,31,2.0.0,49146,pbbwr9grh39,small_first,owl,671,stimuli/35-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,33,2.0.0,49849,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,34,2.0.0,50393,pbbwr9grh39,small_first,owl,542,stimuli/21-Congruent.jpg,z,congruent_flipped_small,left,z,cb,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,36,2.0.0,51095,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,37,2.0.0,51770,pbbwr9grh39,small_first,owl,672,stimuli/31-Congruent.jpg,z,congruent_flipped_small,left,z,cb,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,39,2.0.0,52473,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,40,2.0.0,53154,pbbwr9grh39,small_first,owl,680,stimuli/19-Incongruent.jpg,z,incongruent_small,left,z,normal,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,42,2.0.0,53857,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,43,2.0.0,54490,pbbwr9grh39,small_first,owl,632,stimuli/15-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,45,2.0.0,55193,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,46,2.0.0,58658,pbbwr9grh39,small_first,owl,3463,stimuli/10-Incongruent.jpg,m,incongruent_flipped_small,right,m,cb,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,48,2.0.0,59361,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,49,2.0.0,59916,pbbwr9grh39,small_first,owl,553,stimuli/20-Congruent.jpg,z,congruent_flipped_small,left,z,cb,small,z,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,51,2.0.0,60619,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,52,2.0.0,61117,pbbwr9grh39,small_first,owl,496,stimuli/2-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,54,2.0.0,61820,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,image-keyboard-response,55,2.0.0,62360,pbbwr9grh39,small_first,owl,538,stimuli/28-Congruent.jpg,m,congruent_small,right,m,normal,small,m,TRUE,"
      <h1>Which is visually <strong>SMALLER</strong> on the screen?</h1>
      <p>Press <strong>z</strong> for left, <strong>m</strong> for right</p>
",NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
NA,NA,NA,NA,NA,html-keyboard-response,57,2.0.0,63063,pbbwr9grh39,small_first,owl,null,"<div style=""font-size:60px;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_size_stroop/analysis/../data/raw_data/pbbwr9grh39_1772140836651.csv
